ALLNOKIA51.RU;NAUNET-REG-RIPN;2013-09-06;2013-09-06;2012-08-06;1 of 7;?;?;-;1
ALLNOKIAGAME.RU;REGTIME-REG-RIPN;2013-09-11;2013-09-11;2011-08-11;1 of 7;?;?;-;1
ALLNOTIFY.RU;R01-REG-RIPN;2013-09-08;2013-09-10;2011-08-08;2 of 7;?;?;-;1
ALLNUSKIN.RU;RU-CENTER-REG-RIPN;2013-09-13;2013-09-13;2009-08-13;1 of 7;?;?;-;3
ALLO-KLIMAT.RU;R01-REG-RIPN;2013-09-13;2013-09-13;2012-08-13;1 of 7;?;?;-;1
ALLO-ONLINE.RU;R01-REG-RIPN;2013-09-13;2013-09-13;2008-08-13;2 of 7;?;?;-;11
ALLONCARS.RU;R01-REG-RIPN;2013-09-11;2013-09-11;2011-08-11;2 of 7;?;?;-;1
ALLOTS.RU;NAUNET-REG-RIPN;2013-09-08;2013-09-10;2009-08-08;3 of 7;?;?;-;1
ALLPROFOREX.RU;R01-REG-RIPN;2013-09-07;2013-09-10;2012-08-07;1 of 7;?;?;-;2
ALLREVOLVERS.RU;REGRU-REG-RIPN;2013-09-09;2013-09-10;2012-08-09;1 of 7;1;?;-;2
ALLSCIENCE.RU;RU-CENTER-REG-RIPN;2013-09-12;2013-09-12;2005-08-12;6 of 7;5;60;-;24
ALLSMOKE.RU;REGRU-REG-RIPN;2013-09-06;2013-09-06;2012-08-06;3 of 7;?;?;-;23
ALLSPECTECH.RU;REGISTRATOR-REG-RIPN;2013-09-12;2013-09-12;2011-08-12;1 of 7;?;?;-;3
ALLSPICE.RU;REGTIME-REG-RIPN;2013-09-09;2013-09-10;2011-08-09;5 of 7;?;<10;-;5
ALLSPISHY.RU;REGGI-REG-RIPN;2013-09-06;2013-09-06;2012-08-06;1 of 7;?;?;-;1
ALLSTARFITNESS.RU;RU-CENTER-REG-RIPN;2013-09-10;2013-09-10;2012-08-10;4 of 7;?;?;-;1
ALLSTRETCHING.RU;REGISTRATOR-REG-RIPN;2013-09-13;2013-09-13;2006-08-13;1 of 7;1;?;-;56
ALLTERMPROEKT.RU;REGRU-REG-RIPN;2013-09-09;2013-09-10;2011-08-09;1 of 7;?;?;-;1
ALLVG.RU;REGGI-REG-RIPN;2013-09-06;2013-09-06;2011-08-06;1 of 7;?;?;-;1
ALLVOICECARDS.RU;REGRU-REG-RIPN;2013-09-07;2013-09-10;2012-08-07;1 of 7;?;?;-;1
ALLWILLBEWELL.RU;REGRU-REG-RIPN;2013-09-12;2013-09-12;2012-08-12;6 of 7;2;<10;-;35
ALMAYUG.RU;R01-REG-RIPN;2013-09-07;2013-09-10;2009-08-07;1 of 7;1;10;-;2
ALMAZ-FSP.RU;RU-CENTER-REG-RIPN;2013-09-08;2013-09-10;2012-08-08;1 of 7;?;?;-;3
ALMAZREZKA.RU;REGTIME-REG-RIPN;2013-09-13;2013-09-13;2008-08-13;1 of 7;?;?;-;1
ALMEA-GROUP.RU;RU-CENTER-REG-RIPN;2013-09-11;2013-09-11;2009-08-11;1 of 7;1;10;-;7
ALOR-PERM.RU;REGGI-REG-RIPN;2013-09-09;2013-09-10;2012-08-09;1 of 7;?;?;-;1
ALOR24.RU;RU-CENTER-REG-RIPN;2013-09-13;2013-09-13;2012-08-13;1 of 7;?;?;-;3
ALPARUSA.RU;REGRU-REG-RIPN;2013-09-12;2013-09-12;2011-08-12;3 of 7;3;10;-;14
ALPHA-CENTAURI.RU;REGRU-REG-RIPN;2013-09-10;2013-09-10;2012-08-10;6 of 7;?;?;-;2
ALPHABIZNES.RU;DOMENUS-REG-RIPN;2013-09-13;2013-09-13;2012-08-13;1 of 7;?;?;-;1
ALPHACLIMATSHOP.RU;REGISTRATOR-REG-RIPN;2013-09-13;2013-09-13;2009-08-13;1 of 7;?;<10;-;2
ALPHAPRODUCER.RU;REGRU-REG-RIPN;2013-09-07;2013-09-10;2012-08-07;1 of 7;?;?;-;1
ALPINAR.RU;REGRU-REG-RIPN;2013-09-09;2013-09-10;2010-08-09;2 of 7;?;?;-;1
ALPINE-SKI-CLUB.RU;REGRU-REG-RIPN;2013-09-06;2013-09-06;2011-08-06;1 of 7;?;?;-;3
ALPINE-SOUND.RU;RU-CENTER-REG-RIPN;2013-09-06;2013-09-06;2012-08-06;1 of 7;1;?;-;1
ALPINIST5.RU;REGRU-REG-RIPN;2013-09-13;2013-09-13;2012-08-13;1 of 7;?;?;-;1
ALPINSERVICE.RU;RU-CENTER-REG-RIPN;2013-09-10;2013-09-10;2009-08-10;3 of 7;?;<10;-;1
ALPLEADER.RU;REGRU-REG-RIPN;2013-09-12;2013-09-12;2011-08-12;1 of 7;?;?;-;1
ALPROMTEH.RU;REGRU-REG-RIPN;2013-09-12;2013-09-12;2011-08-12;1 of 7;?;?;-;1
ALPSCHOOL.RU;REGRU-REG-RIPN;2013-09-12;2013-09-12;2009-08-12;3 of 7;?;?;-;1
ALPUCH.RU;R01-REG-RIPN;2013-09-12;2013-09-12;2009-08-12;2 of 7;?;?;-;2
ALSAKTIV.RU;NAUNET-REG-RIPN;2013-09-06;2013-09-06;2012-08-06;1 of 7;3;?;-;1
ALSTADECOR.RU;R01-REG-RIPN;2013-09-06;2013-09-06;2012-08-06;1 of 7;?;?;-;1
ALSTAMISTO.RU;R01-REG-RIPN;2013-09-07;2013-09-10;2008-08-07;1 of 7;?;10;-;18
ALSTROYESTATE.RU;RU-CENTER-REG-RIPN;2013-09-13;2013-09-13;2012-08-13;2 of 7;?;?;-;1
ALT-DANCE.RU;REGRU-REG-RIPN;2013-09-06;2013-09-06;2012-08-06;1 of 7;?;?;-;2
ALTA-LARSEN.RU;REGRU-REG-RIPN;2013-09-09;2013-09-10;2012-08-09;1 of 7;2;?;-;2
ALTAFARD.RU;RU-CENTER-REG-RIPN;2013-09-07;2013-09-10;2012-08-07;1 of 7;?;<10;-;1
ALTAIDA.RU;REGISTRATOR-REG-RIPN;2013-09-13;2013-09-13;2011-08-13;1 of 7;?;?;-;1
ALTAIKEBR.RU;R01-REG-RIPN;2013-09-10;2013-09-10;2012-08-10;1 of 7;?;?;-;1
ALTAINNSTROI.RU;REGRU-REG-RIPN;2013-09-06;2013-09-06;2012-08-06;1 of 7;1;<10;-;3
ALTAIRLINE.RU;RU-CENTER-REG-RIPN;2013-09-13;2013-09-13;2012-08-13;2 of 7;?;?;-;1
ALTALKEDR.RU;R01-REG-RIPN;2013-09-10;2013-09-10;2012-08-10;1 of 7;?;?;-;1
ALTARAMA.RU;R01-REG-RIPN;2013-09-11;2013-09-11;2011-08-11;4 of 7;?;?;-;1
ALTAYMMA.RU;REGGI-REG-RIPN;2013-09-10;2013-09-10;2012-08-10;1 of 7;1;?;-;4
ALTAYMONGOLIA.RU;RU-CENTER-REG-RIPN;2013-09-06;2013-09-06;2012-08-06;1 of 7;?;?;-;1
ALTAYVISTERRA.RU;R01-REG-RIPN;2013-09-07;2013-09-10;2012-08-07;2 of 7;?;?;-;1
ALTCHANGE.RU;REGRU-REG-RIPN;2013-09-13;2013-09-13;2012-08-13;2 of 7;?;?;-;1
ALTENDO.RU;REGTIME-REG-RIPN;2013-09-13;2013-09-13;2010-08-13;3 of 7;?;?;-;1
ALTENGROUP.RU;REGRU-REG-RIPN;2013-09-08;2013-09-10;2012-08-08;4 of 7;?;?;-;1
ALTERDUCT.RU;R01-REG-RIPN;2013-09-09;2013-09-10;2011-08-09;1 of 7;?;?;-;1
ALTEREGOCLAN.RU;REGRU-REG-RIPN;2013-09-09;2013-09-10;2012-08-09;2 of 7;?;<10;-;3
ALTERNATIVA33.RU;REGRU-REG-RIPN;2013-09-07;2013-09-10;2012-08-07;1 of 7;?;?;-;1
ALTERUA.RU;REGRU-REG-RIPN;2013-09-10;2013-09-10;2012-08-10;1 of 7;?;?;-;1
ALTESMOKER.RU;R01-REG-RIPN;2013-09-11;2013-09-11;2011-08-11;1 of 7;?;?;-;1
ALTEYRUB.RU;REGRU-REG-RIPN;2013-09-12;2013-09-12;2010-08-12;1 of 7;?;?;-;5
ALTFINANCE.RU;R01-REG-RIPN;2013-09-08;2013-09-10;2012-08-08;4 of 7;?;?;-;1
ALTINS.RU;RU-CENTER-REG-RIPN;2013-09-08;2013-09-10;2011-08-08;2 of 7;?;?;-;4
ALTTOR.RU;REGRU-REG-RIPN;2013-09-09;2013-09-10;2009-08-09;2 of 7;3;<10;-;13
ALTWORK.RU;R01-REG-RIPN;2013-09-08;2013-09-10;2010-08-08;5 of 7;?;?;-;4
ALU-MET.RU;REGISTRATOR-REG-RIPN;2013-09-10;2013-09-10;2012-08-10;2 of 7;?;?;-;1
ALUMDOORS.RU;R01-REG-RIPN;2013-09-12;2013-09-12;2012-08-12;1 of 7;?;?;-;2
ALUSFERA.RU;R01-REG-RIPN;2013-09-12;2013-09-12;2012-08-12;1 of 7;?;?;-;3
ALUTIZYJ.RU;R01-REG-RIPN;2013-09-13;2013-09-13;2012-08-13;1 of 7;?;?;-;1
ALUWIREP.RU;R01-REG-RIPN;2013-09-11;2013-09-11;2012-08-11;1 of 7;?;?;-;1
ALVARO-DREES.RU;REGRU-REG-RIPN;2013-09-09;2013-09-10;2012-08-09;1 of 7;2;?;-;1
ALVIS-TOUR.RU;REGRU-REG-RIPN;2013-09-06;2013-09-06;2012-08-06;1 of 7;?;<10;-;3
ALWAYSVK.RU;R01-REG-RIPN;2013-09-06;2013-09-06;2012-08-06;1 of 7;?;?;-;2
ALYANS-AVTOPROKAT.RU;REGRU-REG-RIPN;2013-09-10;2013-09-10;2012-08-10;3 of 7;?;?;-;3
ALYDINYVA.RU;R01-REG-RIPN;2013-09-13;2013-09-13;2012-08-13;1 of 7;?;?;-;1
ALYONA-ERMILOVA.RU;RU-CENTER-REG-RIPN;2013-09-09;2013-09-10;2010-08-09;1 of 7;?;?;-;1
ALYONALAVROVA.RU;REGRU-REG-RIPN;2013-09-06;2013-09-06;2012-08-06;2 of 7;?;?;-;1
AM43.RU;REGRU-REG-RIPN;2013-09-11;2013-09-11;2012-08-11;3 of 7;2;?;-;1
AMADO-BUXTON.RU;REGRU-REG-RIPN;2013-09-09;2013-09-10;2012-08-09;1 of 7;2;?;-;12
AMADOFPORKA.RU;R01-REG-RIPN;2013-09-11;2013-09-11;2012-08-11;1 of 7;?;?;-;1
AMAGICA.RU;REGRU-REG-RIPN;2013-09-13;2013-09-13;2009-08-13;1 of 7;1;?;-;2
AMALGAMATSIYA.RU;R01-REG-RIPN;2013-09-10;2013-09-10;2012-08-10;1 of 7;?;?;-;1
AMALTI.RU;RU-CENTER-REG-RIPN;2013-09-13;2013-09-13;2012-08-13;2 of 7;?;?;-;1
AMANEKU.RU;R01-REG-RIPN;2013-09-09;2013-09-10;2012-08-09;5 of 7;?;?;-;1
AMANIATV.RU;REGRU-REG-RIPN;2013-09-10;2013-09-10;2012-08-10;1 of 7;?;?;-;1
AMAREA-21VEK.RU;RU-CENTER-REG-RIPN;2013-09-07;2013-09-10;2012-08-07;1 of 7;?;?;-;1
AMATEUR-FOTO.RU;REGRU-REG-RIPN;2013-09-12;2013-09-12;2012-08-12;3 of 7;?;?;-;1
AMATEURMOVIES.RU;REGTIME-REG-RIPN;2013-09-07;2013-09-10;2012-08-07;6 of 7;?;?;-;1
AMATOUR-FOTO.RU;REGRU-REG-RIPN;2013-09-10;2013-09-10;2010-08-10;1 of 7;2;?;-;18
AMAZING-ALEX-ANDROID.RU;REGRU-REG-RIPN;2013-09-13;2013-09-13;2012-08-13;1 of 7;?;?;-;1
AMAZINGNAKED.RU;REGTIME-REG-RIPN;2013-09-11;2013-09-11;2012-08-11;1 of 7;?;?;-;1
AMAZONKA-STAR.RU;RU-CENTER-REG-RIPN;2013-09-07;2013-09-10;2012-08-07;1 of 7;?;?;-;1
AMAZONKINDL.RU;REGRU-REG-RIPN;2013-09-08;2013-09-10;2012-08-08;2 of 7;?;?;-;1
AMBERITE.RU;REGRU-REG-RIPN;2013-09-11;2013-09-11;2011-08-11;4 of 7;?;?;-;1
AMBERLANDS.RU;REGRU-REG-RIPN;2013-09-09;2013-09-10;2006-08-09;4 of 7;?;?;-;12
AMBIDENT.RU;REGRU-REG-RIPN;2013-09-11;2013-09-11;2011-08-11;2 of 7;?;?;-;1
AMBIZIONE.RU;RU-CENTER-REG-RIPN;2013-09-10;2013-09-10;2012-08-10;3 of 7;?;?;-;1
AMC-CARS.RU;NAUNET-REG-RIPN;2013-09-12;2013-09-12;2009-08-12;2 of 7;?;?;-;1
AMCUA.RU;R01-REG-RIPN;2013-09-11;2013-09-11;2011-08-11;1 of 7;1;?;-;2
AMDNEWS.RU;REGRU-REG-RIPN;2013-09-09;2013-09-10;2010-08-09;4 of 7;?;?;-;1
AMDSAMARA.RU;R01-REG-RIPN;2013-09-13;2013-09-13;2007-08-13;1 of 7;1;20;-;9
AMECEDIRY.RU;R01-REG-RIPN;2013-09-13;2013-09-13;2012-08-13;1 of 7;?;?;-;1
AMELIROCKS.RU;AGAVA-REG-RIPN;2013-09-06;2013-09-06;2012-08-06;2 of 7;?;?;-;1
AMERICA-AVTO.RU;R01-REG-RIPN;2013-09-12;2013-09-12;2012-08-12;1 of 7;?;?;-;3
AMERICA-TOPP.RU;REGRU-REG-RIPN;2013-09-09;2013-09-10;2012-08-09;1 of 7;?;?;-;2
AMERICAN-RP.RU;REGRU-REG-RIPN;2013-09-13;2013-09-13;2012-08-13;2 of 7;?;?;-;1
AMERIKAN-BREND.RU;REGISTRATOR-REG-RIPN;2013-09-07;2013-09-10;2012-08-07;1 of 7;?;?;-;1
AMERON-FPG.RU;RU-CENTER-REG-RIPN;2013-09-07;2013-09-10;2009-08-07;2 of 7;?;?;-;1
AMESUCUH.RU;R01-REG-RIPN;2013-09-12;2013-09-12;2012-08-12;1 of 7;?;?;-;1
AMEX-LOGISTICS.RU;RU-CENTER-REG-RIPN;2013-09-11;2013-09-11;2008-08-11;2 of 7;1;<10;-;2
AMFORTS.RU;REGRU-REG-RIPN;2013-09-11;2013-09-11;2012-08-11;1 of 7;?;?;-;1
AMG-GRUPP.RU;NAUNET-REG-RIPN;2013-09-11;2013-09-11;2010-08-11;1 of 7;?;<10;-;5
AMGLOGISTIC.RU;RU-CENTER-REG-RIPN;2013-09-09;2013-09-10;2011-08-09;1 of 7;?;<10;-;34
AMIELL.RU;RU-CENTER-REG-RIPN;2013-09-10;2013-09-10;2012-08-10;1 of 7;?;?;-;61
AMITAFO.RU;RU-CENTER-REG-RIPN;2013-09-08;2013-09-10;2012-08-08;4 of 7;?;?;-;1
AMITEHEW.RU;R01-REG-RIPN;2013-09-11;2013-09-11;2012-08-11;1 of 7;?;?;-;1
AMK-AVTO.RU;RU-CENTER-REG-RIPN;2013-09-10;2013-09-10;2012-08-10;1 of 7;?;?;-;8
AMK-CARS.RU;NAUNET-REG-RIPN;2013-09-12;2013-09-12;2009-08-12;1 of 7;?;<10;-;11
AMOREMODA.RU;R01-REG-RIPN;2013-09-06;2013-09-06;2012-08-06;2 of 7;?;<10;-;1
AMOREVERO.RU;R01-REG-RIPN;2013-09-09;2013-09-10;2012-08-09;4 of 7;?;?;-;3
AMOUR-FILM.RU;REGISTRATOR-REG-RIPN;2013-09-08;2013-09-10;2012-08-08;0 of 7;3;10;-;2
AMPLIFIKATSIYA.RU;R01-REG-RIPN;2013-09-10;2013-09-10;2012-08-10;1 of 7;?;?;-;1
AMS-CENTRE.RU;RU-CENTER-REG-RIPN;2013-09-10;2013-09-10;2011-08-10;2 of 7;?;?;-;1
AMSOMA.RU;R01-REG-RIPN;2013-09-08;2013-09-10;2012-08-08;2 of 7;?;?;-;1
AMSTERDOM.RU;RU-CENTER-REG-RIPN;2013-09-08;2013-09-10;2012-08-08;1 of 7;?;?;-;1
AMT-SK.RU;RU-CENTER-REG-RIPN;2013-09-09;2013-09-10;2011-08-09;1 of 7;?;?;-;2
AMTCOMPANY-NSK.RU;AGAVA-REG-RIPN;2013-09-11;2013-09-11;2010-08-11;1 of 7;?;20;-;2
AMULANA.RU;REGISTRANT-REG-RIPN;2013-09-12;2013-09-12;2011-08-12;2 of 7;?;?;-;1
AMULET-SWAROVSKI.RU;R01-REG-RIPN;2013-09-12;2013-09-12;2012-08-12;1 of 7;?;?;-;2
AMUP.RU;NETFOX-REG-RIPN;2013-09-11;2013-09-11;2012-08-11;4 of 7;?;?;-;1
AMURVIZA.RU;RU-CENTER-REG-RIPN;2013-09-07;2013-09-10;2012-08-07;1 of 7;?;10;-;1
AMUSPERMAIBESPLATNO.RU;R01-REG-RIPN;2013-09-13;2013-09-13;2012-08-13;1 of 7;?;?;-;1
AMUZYCIFI.RU;R01-REG-RIPN;2013-09-12;2013-09-12;2012-08-12;1 of 7;?;?;-;1
AMWAYCENTER.RU;RU-CENTER-REG-RIPN;2013-09-09;2013-09-10;2012-08-09;6 of 7;1;20;-;3
AMWAYMASTER.RU;RU-CENTER-REG-RIPN;2013-09-09;2013-09-10;2012-08-09;1 of 7;?;?;-;1
AMWAYNPA.RU;RU-CENTER-REG-RIPN;2013-09-10;2013-09-10;2011-08-10;2 of 7;?;?;-;2
AMWESTO.RU;REGRU-REG-RIPN;2013-09-07;2013-09-10;2012-08-07;1 of 7;?;?;-;2
AMXLAND.RU;REGRU-REG-RIPN;2013-09-12;2013-09-12;2010-08-12;1 of 7;1;10;-;17
AMXLUXE.RU;REGRU-REG-RIPN;2013-09-11;2013-09-11;2012-08-11;1 of 7;?;?;-;1
AN-AREAL.RU;R01-REG-RIPN;2013-09-08;2013-09-10;2012-08-08;1 of 7;?;?;-;1
AN-LEX.RU;REGRU-REG-RIPN;2013-09-06;2013-09-06;2012-08-06;1 of 7;?;?;-;1
ANAFLORI.RU;REGTIME-REG-RIPN;2013-09-12;2013-09-12;2011-08-12;2 of 7;?;?;-;2
ANAHULIBY.RU;R01-REG-RIPN;2013-09-11;2013-09-11;2012-08-11;1 of 7;?;?;-;1
ANAKUWUJE.RU;R01-REG-RIPN;2013-09-12;2013-09-12;2012-08-12;1 of 7;?;?;-;1
ANAL-FOTO.RU;REGRU-REG-RIPN;2013-09-09;2013-09-10;2010-08-09;1 of 7;?;?;-;2
ANALIZ-RYNKA.RU;REGTIME-REG-RIPN;2013-09-13;2013-09-13;2011-08-13;1 of 7;1;?;-;1
ANALWORLD.RU;NAUNET-REG-RIPN;2013-09-06;2013-09-06;2011-08-06;5 of 7;?;?;-;5
ANANAGUNDA.RU;RU-CENTER-REG-RIPN;2013-09-12;2013-09-12;2011-08-12;1 of 7;?;?;-;1
ANANAS-MA.RU;REGTIME-REG-RIPN;2013-09-08;2013-09-10;2012-08-08;1 of 7;?;?;-;1
ANANOTA.RU;R01-REG-RIPN;2013-09-06;2013-09-06;2012-08-06;1 of 7;?;?;-;1
ANAPHEM.RU;R01-REG-RIPN;2013-09-12;2013-09-12;2008-08-12;1 of 7;?;?;-;2
ANARAWAPY.RU;R01-REG-RIPN;2013-09-11;2013-09-11;2012-08-11;1 of 7;?;?;-;1
ANASAWARI.RU;R01-REG-RIPN;2013-09-09;2013-09-10;2012-08-09;1 of 7;1;?;-;1
ANASTASIA-VIOLIN.RU;R01-REG-RIPN;2013-09-10;2013-09-10;2012-08-10;1 of 7;?;?;-;1
ANATHEMA-RO.RU;REGRU-REG-RIPN;2013-09-13;2013-09-13;2012-08-13;1 of 7;?;?;-;1
ANATOLII-TORGASHEVA.RU;REGRU-REG-RIPN;2013-09-09;2013-09-10;2012-08-09;1 of 7;2;?;-;2
ANATOLIY-CHEPRAK.RU;R01-REG-RIPN;2013-09-13;2013-09-13;2012-08-13;1 of 7;?;<10;-;1
ANATOLYYAKOVLEV.RU;NAUNET-REG-RIPN;2013-09-10;2013-09-10;2011-08-10;1 of 7;?;?;-;2
ANBRELLI.RU;RU-CENTER-REG-RIPN;2013-09-07;2013-09-10;2010-08-07;1 of 7;?;?;-;2
ANCIENT-RUS.RU;REGRU-REG-RIPN;2013-09-06;2013-09-06;2010-08-06;1 of 7;?;?;-;1
ANCIFIC.RU;R01-REG-RIPN;2013-09-08;2013-09-10;2012-08-08;1 of 7;?;?;-;1
ANCORIS.RU;R01-REG-RIPN;2013-09-08;2013-09-10;2011-08-08;3 of 7;?;?;-;1
ANDMYAUTO.RU;R01-REG-RIPN;2013-09-07;2013-09-10;2011-08-07;1 of 7;?;?;-;1
ANDREDR0IDNET.RU;REGRU-REG-RIPN;2013-09-12;2013-09-12;2012-08-12;1 of 7;?;?;-;1
ANDREWCORE.RU;REGRU-REG-RIPN;2013-09-13;2013-09-13;2011-08-13;2 of 7;?;?;-;1
ANDREYARTS.RU;AGAVA-REG-RIPN;2013-09-13;2013-09-13;2012-08-13;1 of 7;?;?;-;1
ANDREYDANILOV.RU;R01-REG-RIPN;2013-09-09;2013-09-10;2012-08-09;2 of 7;?;?;-;1
ANDREYFISHMAN.RU;REGGI-REG-RIPN;2013-09-09;2013-09-10;2012-08-09;1 of 7;?;?;-;2
ANDREYKAKANAREYKA.RU;REGRU-REG-RIPN;2013-09-08;2013-09-10;2012-08-08;1 of 7;?;?;-;8
ANDREYKARLOV.RU;REGRU-REG-RIPN;2013-09-08;2013-09-10;2012-08-08;1 of 7;?;?;-;1
ANDREYMAYKOV.RU;R01-REG-RIPN;2013-09-12;2013-09-12;2011-08-12;1 of 7;1;?;-;11
ANDREYMURAVIOV.RU;RU-CENTER-REG-RIPN;2013-09-10;2013-09-10;2012-08-10;1 of 7;?;?;-;1
ANDREYMURAVYOV.RU;RU-CENTER-REG-RIPN;2013-09-10;2013-09-10;2012-08-10;4 of 7;?;?;-;1
ANDREYPICHUGIN.RU;REGRU-REG-RIPN;2013-09-09;2013-09-10;2011-08-09;1 of 7;?;?;-;1
ANDROBUS.RU;REGRU-REG-RIPN;2013-09-13;2013-09-13;2012-08-13;2 of 7;?;?;-;1
ANDROFIRST.RU;REGRU-REG-RIPN;2013-09-10;2013-09-10;2012-08-10;1 of 7;?;?;-;1
ANDROGET.RU;REGRU-REG-RIPN;2013-09-10;2013-09-10;2012-08-10;2 of 7;?;?;-;1
ANDROID-APP1.RU;REGRU-REG-RIPN;2013-09-09;2013-09-10;2012-08-09;1 of 7;?;?;-;1
ANDROID-DDS2.RU;REGRU-REG-RIPN;2013-09-06;2013-09-06;2012-08-06;1 of 7;?;?;-;1
ANDROID-DRWEB.RU;REGRU-REG-RIPN;2013-09-13;2013-09-13;2012-08-13;1 of 7;?;?;-;1
ANDROID-FOR-LIFE.RU;NAUNET-REG-RIPN;2013-09-08;2013-09-10;2012-08-08;1 of 7;?;?;-;1
ANDROID-MARKETT.RU;REGRU-REG-RIPN;2013-09-11;2013-09-11;2011-08-11;3 of 7;?;?;-;3
ANDROID-PLAYING.RU;REGRU-REG-RIPN;2013-09-06;2013-09-06;2012-08-06;3 of 7;?;?;-;1
ANDROID-SAMSUNG.RU;REGRU-REG-RIPN;2013-09-11;2013-09-11;2011-08-11;3 of 7;?;?;-;1
ANDROID-SAMSUNG-GALAXYS.RU;REGRU-REG-RIPN;2013-09-11;2013-09-11;2012-08-11;2 of 7;?;?;-;1
ANDROID007.RU;REGRU-REG-RIPN;2013-09-09;2013-09-10;2012-08-09;2 of 7;?;10;-;1
ANDROID3.RU;REGRU-REG-RIPN;2013-09-11;2013-09-11;2011-08-11;3 of 7;?;?;-;4
ANDROID4UP.RU;REGRU-REG-RIPN;2013-09-09;2013-09-10;2012-08-09;1 of 7;?;?;-;1
ANDROIDAREA.RU;REGTIME-REG-RIPN;2013-09-10;2013-09-10;2010-08-10;4 of 7;?;?;-;3
ANDROIDBALL.RU;R01-REG-RIPN;2013-09-10;2013-09-10;2011-08-10;2 of 7;?;?;-;1
ANDROIDCHIN.RU;R01-REG-RIPN;2013-09-10;2013-09-10;2011-08-10;1 of 7;?;?;-;1
ANDROIDCHROME.RU;REGRU-REG-RIPN;2013-09-13;2013-09-13;2012-08-13;2 of 7;?;?;-;1
ANDROIDCOW.RU;R01-REG-RIPN;2013-09-10;2013-09-10;2011-08-10;1 of 7;?;?;-;1
ANDROIDCRIMEA.RU;REGTIME-REG-RIPN;2013-09-10;2013-09-10;2012-08-10;4 of 7;?;?;-;1
ANDROIDDIRT.RU;R01-REG-RIPN;2013-09-10;2013-09-10;2011-08-10;1 of 7;?;?;-;1
ANDROIDDRWEB.RU;REGRU-REG-RIPN;2013-09-13;2013-09-13;2012-08-13;1 of 7;?;?;-;1
ANDROIDDUST.RU;R01-REG-RIPN;2013-09-10;2013-09-10;2011-08-10;2 of 7;?;?;-;1
ANDROIDFIELD.RU;R01-REG-RIPN;2013-09-10;2013-09-10;2011-08-10;2 of 7;?;?;-;1
ANDROIDFOG.RU;R01-REG-RIPN;2013-09-10;2013-09-10;2011-08-10;1 of 7;?;?;-;1
ANDROIDGROUP35.RU;REGRU-REG-RIPN;2013-09-09;2013-09-10;2012-08-09;1 of 7;?;?;-;1
ANDROIDHTC2.RU;R01-REG-RIPN;2013-09-07;2013-09-10;2012-08-07;1 of 7;?;?;-;1
ANDROIDIUS1.RU;REGRU-REG-RIPN;2013-09-09;2013-09-10;2012-08-09;1 of 7;?;?;-;3
ANDROIDMANAGER.RU;REGRU-REG-RIPN;2013-09-06;2013-09-06;2012-08-06;3 of 7;?;?;-;1
ANDROIDMILK.RU;R01-REG-RIPN;2013-09-10;2013-09-10;2011-08-10;1 of 7;?;?;-;1
ANDROIDNOSE.RU;R01-REG-RIPN;2013-09-10;2013-09-10;2011-08-10;1 of 7;?;?;-;1
ANDROIDOFFICE.RU;REGRU-REG-RIPN;2013-09-10;2013-09-10;2012-08-10;4 of 7;1;?;-;1
ANDROIDPARK.RU;REGTIME-REG-RIPN;2013-09-08;2013-09-10;2012-08-08;3 of 7;?;?;-;1
ANDROIDPEOPLE.RU;REGRU-REG-RIPN;2013-09-13;2013-09-13;2012-08-13;4 of 7;?;?;-;1
ANDROIDPICS.RU;REGRU-REG-RIPN;2013-09-11;2013-09-11;2012-08-11;2 of 7;?;?;-;1
ANDROIDPLEASE.RU;REGRU-REG-RIPN;2013-09-11;2013-09-11;2012-08-11;1 of 7;?;?;-;1
ANDROIDSALER.RU;REGRU-REG-RIPN;2013-09-07;2013-09-10;2012-08-07;1 of 7;?;?;-;1
ANDROIDSECURE.RU;REGTIME-REG-RIPN;2013-09-10;2013-09-10;2012-08-10;4 of 7;?;?;-;1
ANDROIDSHARE.RU;REGRU-REG-RIPN;2013-09-06;2013-09-06;2011-08-06;4 of 7;?;<10;-;6
ANDROIDSOFTEN.RU;R01-REG-RIPN;2013-09-13;2013-09-13;2012-08-13;1 of 7;?;?;-;1
ANDROIDSOFTMOBIL.RU;REGRU-REG-RIPN;2013-09-07;2013-09-10;2012-08-07;2 of 7;?;?;-;1
ANDROIDSUNRISE.RU;REGRU-REG-RIPN;2013-09-11;2013-09-11;2012-08-11;1 of 7;?;?;-;1
ANDROIDUM.RU;REGRU-REG-RIPN;2013-09-09;2013-09-10;2011-08-09;2 of 7;?;?;-;1
ANDROIDVAN.RU;R01-REG-RIPN;2013-09-10;2013-09-10;2011-08-10;1 of 7;?;?;-;1
ANDROIFILE.RU;REGRU-REG-RIPN;2013-09-10;2013-09-10;2012-08-10;1 of 7;?;?;-;1
ANDROISERV.RU;REGRU-REG-RIPN;2013-09-10;2013-09-10;2012-08-10;1 of 7;?;?;-;1
ANDROITB.RU;REGRU-REG-RIPN;2013-09-11;2013-09-11;2012-08-11;1 of 7;?;?;-;1
ANDRON-LOGVINCHUK.RU;REGRU-REG-RIPN;2013-09-09;2013-09-10;2012-08-09;1 of 7;?;?;-;3
ANDY-VESEL.RU;RU-CENTER-REG-RIPN;2013-09-06;2013-09-06;2012-08-06;1 of 7;?;?;-;1
